Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station3,29-03-2022 14:19,36.1,8.1,0.7,37.96,5.3,191.6,1.19
station3,29-03-2022 14:39,40.2,9.0,0.7,37.7,5.3,252.4,1.72
station3,29-03-2022 14:59,55.7,9.1,0.3,32.35,5.0,112.3,1.53
station3,29-03-2022 15:19,51.9,6.3,0.7,21.83,3.0,143.9,1.19
station3,29-03-2022 15:39,53.1,6.3,0.5,32.61,2.1,285.9,0.99
station3,29-03-2022 15:59,34.9,8.2,0.5,29.9,3.7,131.7,1.33
station3,29-03-2022 16:19,61.6,8.4,0.3,26.94,3.3,214.9,0.93
station3,29-03-2022 16:39,90.8,7.3,0.2,29.91,4.3,211.9,0.91
station3,29-03-2022 16:59,39.8,6.5,0.7,30.56,5.3,172.2,0.97
station3,29-03-2022 17:19,83.8,6.1,0.2,23.53,1.9,145.6,1.87
station3,29-03-2022 17:39,88.5,7.0,0.8,27.21,6.2,97.8,1.8
station3,29-03-2022 17:59,36.8,7.8,0.2,28.74,5.0,173.2,1.08
station3,29-03-2022 18:19,51.6,9.2,0.2,34.58,3.7,205.6,1.63
station3,29-03-2022 18:39,80.8,9.1,0.9,39.94,3.1,252.0,1.57
station3,29-03-2022 18:59,69.4,8.6,0.3,23.11,1.1,268.4,1.01
station3,29-03-2022 19:19,33.5,6.7,0.5,37.97,2.2,228.0,1.16
station3,29-03-2022 19:39,34.5,7.5,0.6,24.26,4.8,217.8,1.08
station3,29-03-2022 19:59,95.6,6.7,0.7,21.09,3.7,235.3,1.2
station3,29-03-2022 20:19,62.5,8.6,0.2,37.81,4.8,206.0,1.67
station3,29-03-2022 20:39,85.7,8.9,0.9,28.7,1.1,198.4,1.75
station3,29-03-2022 20:59,44.9,7.8,1.0,30.09,1.9,218.1,0.9
station3,29-03-2022 21:19,61.1,8.7,1.0,31.18,3.9,118.9,1.94
station3,29-03-2022 21:39,87.9,8.5,1.0,33.98,1.3,143.8,1.71
station3,29-03-2022 21:59,46.4,8.5,0.7,24.41,4.3,229.7,1.41
station3,29-03-2022 22:19,81.0,8.9,1.0,38.84,3.3,94.5,1.77
station3,29-03-2022 22:39,59.7,7.1,0.3,31.89,2.1,144.2,1.04
station3,29-03-2022 22:59,57.2,6.8,0.5,31.54,1.7,273.4,1.52
station3,29-03-2022 23:19,77.9,6.2,1.0,31.69,5.0,248.9,0.86
station3,29-03-2022 23:39,72.4,7.9,1.0,23.89,1.2,121.2,1.5
station3,29-03-2022 23:59,86.2,8.2,0.8,39.82,4.4,148.9,1.21
station3,30-03-2022 00:19,42.6,7.5,0.7,23.5,4.6,293.9,1.1
station3,30-03-2022 00:39,58.0,8.8,0.7,27.83,3.4,192.6,1.09
station3,30-03-2022 00:59,99.0,8.8,0.2,24.01,5.1,286.4,1.96
station3,30-03-2022 01:19,49.2,6.5,0.8,28.12,1.1,262.1,1.58
station3,30-03-2022 01:39,40.3,8.1,0.8,27.9,1.3,130.7,1.46
station3,30-03-2022 01:59,54.0,6.2,0.5,24.47,2.3,277.2,0.8
station3,30-03-2022 02:19,95.7,7.9,0.4,29.2,6.0,134.0,1.19
station3,30-03-2022 02:39,50.4,7.9,0.8,29.66,4.0,250.5,1.35
station3,30-03-2022 02:59,60.9,8.2,1.0,37.11,2.3,204.6,1.77
station3,30-03-2022 03:19,64.2,6.8,0.6,23.79,4.2,94.9,1.57
station3,30-03-2022 03:39,92.5,7.8,1.0,34.13,4.8,104.3,1.7
station3,30-03-2022 03:59,80.2,6.7,0.7,34.09,3.0,108.4,1.25
station3,30-03-2022 04:19,62.1,8.8,0.7,32.18,1.3,92.4,1.69
station3,30-03-2022 04:39,56.5,8.0,0.6,36.27,4.3,178.3,0.83
station3,30-03-2022 04:59,57.0,7.3,0.2,33.09,4.7,105.5,1.77
station3,30-03-2022 05:19,68.5,8.7,0.6,36.0,4.8,104.0,1.41
station3,30-03-2022 05:39,97.8,8.7,0.9,33.81,5.1,195.1,1.5
station3,30-03-2022 05:59,63.3,7.8,0.7,26.16,2.6,292.3,1.07
station3,30-03-2022 06:19,71.3,6.2,0.5,36.14,2.6,185.2,1.72
station3,30-03-2022 06:39,66.2,6.9,0.4,30.24,5.9,276.7,1.22
station3,30-03-2022 06:59,93.9,6.1,0.3,32.35,4.5,233.0,0.91
station3,30-03-2022 07:19,33.1,8.0,0.6,33.09,2.9,233.3,1.72
station3,30-03-2022 07:39,98.4,9.1,0.5,26.47,6.1,146.8,1.48
station3,30-03-2022 07:59,54.5,7.5,1.0,24.28,2.0,261.5,1.65
station3,30-03-2022 08:19,76.8,9.2,0.2,28.69,3.1,114.0,1.07
station3,30-03-2022 08:39,68.2,8.3,0.5,25.01,5.4,182.2,1.74
station3,30-03-2022 08:59,70.2,7.9,0.8,38.75,6.2,151.0,0.8
station3,30-03-2022 09:19,62.6,8.8,0.7,21.64,3.4,255.5,1.28
station3,30-03-2022 09:39,66.7,6.3,0.2,21.81,3.2,216.0,1.89
station3,30-03-2022 09:59,36.6,8.1,0.5,38.76,3.9,220.0,1.77
station3,30-03-2022 10:19,90.1,6.9,0.4,36.74,3.2,292.5,1.95
station3,30-03-2022 10:39,60.2,8.4,0.8,33.0,4.4,104.0,1.67
station3,30-03-2022 10:59,59.9,6.4,0.5,33.73,5.7,230.4,0.87
station3,30-03-2022 11:19,61.2,7.1,1.0,22.25,1.9,279.3,1.85
station3,30-03-2022 11:39,62.3,8.2,0.9,33.93,2.0,151.8,1.66
station3,30-03-2022 11:59,52.7,6.2,0.7,32.24,2.6,207.8,1.47
station3,30-03-2022 12:19,41.0,7.9,0.2,30.04,3.2,144.0,1.82
station3,30-03-2022 12:39,64.2,6.1,0.3,30.42,3.0,121.7,1.92
station3,30-03-2022 12:59,77.8,8.5,0.7,28.79,3.2,233.2,1.59
station3,30-03-2022 13:19,57.1,6.2,0.2,39.98,4.8,238.5,1.58
station3,30-03-2022 13:39,33.8,6.1,1.0,34.92,1.5,297.5,1.07
station3,30-03-2022 13:59,69.9,9.0,0.6,30.55,2.5,198.3,0.9
station3,30-03-2022 14:19,31.8,7.9,0.4,29.08,2.0,166.8,1.17
station3,30-03-2022 14:39,49.8,9.2,0.8,29.12,1.6,177.3,1.44
station3,30-03-2022 14:59,42.3,7.8,0.6,33.96,2.0,211.5,1.32
station3,30-03-2022 15:19,31.6,6.8,0.2,24.95,5.0,119.7,1.93
station3,30-03-2022 15:39,89.4,7.1,0.3,31.09,4.0,133.1,1.57
station3,30-03-2022 15:59,87.3,8.7,0.7,31.88,2.3,289.5,1.67
station3,30-03-2022 16:19,90.0,8.6,0.8,30.12,3.9,237.7,1.73
station3,30-03-2022 16:39,97.1,8.7,0.7,31.34,5.7,166.5,1.64
station3,30-03-2022 16:59,95.4,8.8,0.2,32.52,4.7,123.8,1.77
station3,30-03-2022 17:19,51.0,8.8,0.7,32.64,4.8,228.0,1.39
station3,30-03-2022 17:39,60.0,8.1,0.4,34.22,3.8,135.1,1.39
station3,30-03-2022 17:59,88.0,7.0,0.3,37.33,5.0,145.7,1.14
station3,30-03-2022 18:19,57.3,9.1,0.4,38.87,4.8,282.2,1.63
station3,30-03-2022 18:39,31.5,8.6,0.3,30.52,2.9,140.5,1.96
station3,30-03-2022 18:59,36.7,7.5,0.9,21.73,6.0,218.3,1.46
station3,30-03-2022 19:19,53.6,6.9,0.8,27.51,5.6,177.4,1.86
station3,30-03-2022 19:39,35.2,7.8,0.5,36.86,6.0,122.0,1.97
station3,30-03-2022 19:59,33.2,9.0,0.5,32.54,5.9,137.0,1.66
station3,30-03-2022 20:19,71.8,9.1,0.6,36.33,1.5,249.7,1.97
station3,30-03-2022 20:39,81.7,8.6,0.5,30.12,2.1,274.7,1.08
station3,30-03-2022 20:59,97.9,8.7,1.0,31.31,4.1,182.2,1.94
station3,30-03-2022 21:19,93.0,6.4,1.0,36.17,4.4,236.6,1.49
station3,30-03-2022 21:39,43.9,7.2,0.3,38.99,3.9,252.6,1.84
station3,30-03-2022 21:59,100.0,6.8,0.7,32.77,5.2,245.4,1.8
station3,30-03-2022 22:19,88.8,8.5,0.9,36.44,2.2,263.5,1.88
station3,30-03-2022 22:39,39.1,9.1,0.6,29.21,3.9,140.0,1.12
station3,30-03-2022 22:59,41.3,9.0,0.8,39.27,1.4,107.0,1.33
station3,30-03-2022 23:19,92.7,8.9,0.9,29.18,1.8,285.2,1.98
station3,30-03-2022 23:39,61.8,6.2,0.7,29.28,3.1,142.6,1.38
station3,30-03-2022 23:59,54.6,7.2,0.7,39.52,2.4,172.2,0.98
station3,31-03-2022 00:19,95.9,8.6,0.5,37.54,6.2,130.5,0.92
station3,31-03-2022 00:39,50.2,9.0,1.0,25.59,2.4,197.1,0.82
station3,31-03-2022 00:59,52.0,8.4,0.8,39.81,1.0,93.5,1.18
station3,31-03-2022 01:19,97.3,6.1,0.8,37.59,4.4,164.5,1.11
station3,31-03-2022 01:39,62.2,8.8,0.3,24.9,2.9,229.4,0.99
station3,31-03-2022 01:59,43.0,7.6,0.2,39.62,5.4,94.7,1.71
station3,31-03-2022 02:19,57.7,7.9,0.9,29.63,4.2,247.0,1.72
station3,31-03-2022 02:39,83.3,6.9,0.8,32.21,2.4,209.8,1.87
station3,31-03-2022 02:59,80.1,7.7,0.3,33.81,6.1,286.8,1.85
station3,31-03-2022 03:19,54.7,9.0,0.5,25.45,3.4,240.1,1.67
station3,31-03-2022 03:39,39.5,9.0,0.9,29.25,3.1,282.3,1.4
station3,31-03-2022 03:59,57.0,7.2,0.2,25.76,5.5,122.3,1.51
station3,31-03-2022 04:19,52.7,8.2,0.7,35.66,3.9,197.4,1.44
station3,31-03-2022 04:39,82.9,6.6,0.8,22.09,4.3,126.0,0.99
station3,31-03-2022 04:59,99.4,8.7,0.8,21.67,4.7,193.8,1.31
station3,31-03-2022 05:19,58.3,8.2,0.2,33.62,1.7,238.8,1.78
station3,31-03-2022 05:39,56.7,8.4,0.3,21.17,5.0,141.8,1.59
station3,31-03-2022 05:59,42.0,6.1,0.8,38.66,1.6,276.0,1.74
station3,31-03-2022 06:19,94.5,6.2,0.2,24.68,1.1,182.1,1.9
station3,31-03-2022 06:39,55.0,8.6,0.9,25.58,1.2,94.5,1.02
station3,31-03-2022 06:59,86.0,6.8,0.2,22.05,4.7,211.5,1.23
station3,31-03-2022 07:19,97.7,6.9,0.3,31.79,4.4,219.4,1.99
station3,31-03-2022 07:39,95.9,7.8,0.8,36.36,1.0,200.6,1.44
station3,31-03-2022 07:59,69.4,8.9,0.3,34.49,1.5,226.4,1.71
station3,31-03-2022 08:19,79.8,6.3,1.0,23.69,2.7,280.8,1.79
station3,31-03-2022 08:39,51.8,8.8,0.6,38.2,2.2,91.1,1.39
station3,31-03-2022 08:59,34.3,6.1,0.7,29.41,5.5,269.3,1.44
station3,31-03-2022 09:19,75.3,8.5,0.8,31.11,2.8,142.6,1.76
station3,31-03-2022 09:39,32.5,8.3,0.7,34.32,3.3,237.7,1.08
station3,31-03-2022 09:59,91.9,7.3,0.6,33.3,1.4,142.6,1.46
station3,31-03-2022 10:19,34.8,6.9,0.4,27.41,1.5,262.3,1.85
station3,31-03-2022 10:39,55.5,8.4,0.7,36.16,5.9,214.5,1.6
station3,31-03-2022 10:59,43.1,6.7,0.3,36.7,3.1,205.0,0.93
station3,31-03-2022 11:19,48.3,7.7,0.7,33.54,4.6,101.7,1.92
station3,31-03-2022 11:39,72.8,6.4,0.4,23.3,1.6,257.0,1.98
station3,31-03-2022 11:59,50.5,7.0,0.3,28.82,4.6,294.7,1.95
station3,31-03-2022 12:19,71.8,6.9,0.6,34.0,4.7,101.9,1.42
station3,31-03-2022 12:39,57.1,9.2,0.2,37.46,2.8,177.0,1.72
station3,31-03-2022 12:59,73.6,7.7,0.7,33.27,3.4,171.3,1.25
station3,31-03-2022 13:19,99.7,7.3,0.7,36.54,4.4,163.9,1.65
station3,31-03-2022 13:39,40.6,7.6,0.8,31.13,5.0,206.0,1.2
station3,31-03-2022 13:59,31.1,7.5,0.6,31.66,4.8,296.8,1.13
station3,31-03-2022 14:19,74.9,8.2,0.6,31.21,3.4,279.8,1.86
station3,31-03-2022 14:39,68.8,8.1,0.3,38.82,5.6,274.9,1.35
station3,31-03-2022 14:59,49.3,6.7,0.5,22.63,2.4,106.1,1.77
station3,31-03-2022 15:19,68.0,7.7,0.3,22.64,4.7,148.5,1.36
station3,31-03-2022 15:39,51.0,8.4,0.7,33.33,6.2,175.5,1.97
station3,31-03-2022 15:59,87.8,7.2,1.0,32.24,4.4,205.1,1.27
station3,31-03-2022 16:19,88.1,6.5,0.7,24.01,4.6,118.6,1.71
station3,31-03-2022 16:39,55.2,7.5,0.5,25.57,6.0,206.0,1.94
station3,31-03-2022 16:59,95.6,6.6,0.7,29.04,2.6,201.0,1.9
station3,31-03-2022 17:19,85.9,7.5,0.2,32.49,2.2,194.7,1.16
station3,31-03-2022 17:39,67.7,9.1,0.6,30.29,2.7,164.7,0.89
station3,31-03-2022 17:59,62.9,9.2,0.9,32.54,4.0,196.8,1.02
station3,31-03-2022 18:19,32.6,7.9,0.2,34.56,3.9,147.8,1.23
station3,31-03-2022 18:39,79.5,6.8,0.4,24.82,5.6,123.2,1.59
station3,31-03-2022 18:59,70.8,7.4,0.7,34.77,4.0,99.5,1.53
station3,31-03-2022 19:19,31.5,7.1,0.4,30.09,2.8,233.7,0.89
station3,31-03-2022 19:39,39.0,6.7,0.2,39.6,1.0,286.6,1.93
station3,31-03-2022 19:59,74.5,7.3,0.9,32.08,4.6,210.8,0.9
station3,31-03-2022 20:19,42.6,7.1,0.2,23.46,2.9,299.9,1.37
station3,31-03-2022 20:39,80.8,6.1,0.5,39.72,2.1,122.2,1.98
station3,31-03-2022 20:59,81.7,9.2,0.9,26.96,1.1,165.8,1.92
station3,31-03-2022 21:19,44.6,7.2,1.0,23.9,1.4,155.5,1.58
station3,31-03-2022 21:39,62.8,7.7,0.3,30.63,2.3,114.9,1.24
station3,31-03-2022 21:59,99.8,9.1,0.4,34.36,1.0,125.6,1.19
station3,31-03-2022 22:19,85.3,8.6,0.6,23.14,4.4,176.3,1.49
station3,31-03-2022 22:39,95.7,6.2,0.5,26.19,1.4,268.1,1.21
station3,31-03-2022 22:59,86.9,6.4,0.6,39.6,2.8,209.5,1.92
station3,31-03-2022 23:19,70.1,8.3,0.7,32.03,2.8,139.0,1.11
station3,31-03-2022 23:39,43.1,6.9,1.0,23.65,3.7,159.1,1.8
station3,31-03-2022 23:59,85.0,7.0,0.7,28.3,1.7,110.3,1.53
station3,01-04-2022 00:19,93.6,6.9,0.7,31.76,3.7,157.2,1.58
station3,01-04-2022 00:39,62.9,6.8,0.2,33.26,6.1,186.4,1.57
station3,01-04-2022 00:59,87.6,7.3,0.4,27.97,5.0,198.1,1.41
station3,01-04-2022 01:19,32.9,7.6,0.9,38.72,2.1,241.1,1.41
station3,01-04-2022 01:39,82.1,8.7,0.6,23.88,5.8,195.9,1.05
station3,01-04-2022 01:59,43.9,7.3,0.3,22.76,5.5,112.6,1.42
station3,01-04-2022 02:19,50.1,8.5,0.5,24.03,1.7,189.3,1.66
station3,01-04-2022 02:39,47.8,8.5,0.9,25.62,4.0,110.8,1.37
station3,01-04-2022 02:59,56.6,8.4,0.2,37.18,3.2,122.1,0.91
station3,01-04-2022 03:19,51.3,6.7,0.7,39.25,3.8,91.4,0.98
station3,01-04-2022 03:39,32.1,6.9,0.2,31.6,5.1,183.8,1.78
station3,01-04-2022 03:59,55.6,6.2,0.4,37.8,2.1,240.7,1.29
station3,01-04-2022 04:19,64.9,7.5,0.2,36.68,1.0,129.3,1.97
station3,01-04-2022 04:39,54.6,6.9,0.2,31.78,2.5,191.7,1.1
station3,01-04-2022 04:59,60.1,6.2,0.2,29.41,3.4,263.6,1.59
station3,01-04-2022 05:19,99.0,7.0,1.0,30.37,1.2,253.0,1.92
station3,01-04-2022 05:39,76.4,8.4,0.3,35.6,3.2,241.8,0.87
station3,01-04-2022 05:59,57.6,9.2,1.0,31.97,4.0,116.2,0.89
station3,01-04-2022 06:19,34.3,8.1,0.3,35.23,2.0,245.6,1.53
station3,01-04-2022 06:39,66.6,8.8,0.3,30.38,3.6,221.5,1.75
station3,01-04-2022 06:59,78.1,6.5,0.8,39.35,2.5,262.3,0.9
station3,01-04-2022 07:19,98.2,8.3,0.3,23.67,4.4,203.7,1.09
station3,01-04-2022 07:39,62.9,9.1,0.7,39.06,5.5,285.4,1.3
station3,01-04-2022 07:59,84.5,8.5,0.8,34.36,2.4,160.5,0.98
station3,01-04-2022 08:19,84.5,6.7,0.7,24.22,3.6,124.7,1.33
station3,01-04-2022 08:39,92.3,8.2,0.2,34.82,4.9,113.1,1.86
station3,01-04-2022 08:59,55.7,8.0,0.9,27.9,3.1,266.3,1.58
station3,01-04-2022 09:19,75.4,8.7,0.8,21.34,5.0,167.9,1.9
station3,01-04-2022 09:39,49.7,8.4,0.9,21.8,5.6,209.3,1.46
station3,01-04-2022 09:59,46.5,6.9,0.6,21.82,2.1,198.3,1.98
station3,01-04-2022 10:19,66.8,7.2,0.7,27.57,4.8,271.1,1.35
station3,01-04-2022 10:39,68.8,9.0,0.2,24.97,1.5,279.7,1.99
station3,01-04-2022 10:59,76.8,6.7,1.0,31.9,5.6,116.8,1.36
station3,01-04-2022 11:19,96.6,8.9,0.5,21.69,4.0,217.7,1.21
station3,01-04-2022 11:39,51.2,8.8,1.0,28.32,6.0,116.5,1.18
station3,01-04-2022 11:59,83.9,8.4,0.4,26.04,1.4,196.2,1.6
station3,01-04-2022 12:19,45.7,6.1,0.7,34.41,4.2,105.2,1.06
station3,01-04-2022 12:39,54.1,9.1,0.5,27.5,5.3,181.0,0.87
station3,01-04-2022 12:59,39.2,7.3,0.4,38.11,1.4,241.5,1.49
station3,01-04-2022 13:19,97.1,6.5,0.4,26.71,4.9,111.7,1.3
station3,01-04-2022 13:39,71.6,8.2,0.7,25.82,2.9,201.4,1.96
station3,01-04-2022 13:59,52.0,6.1,1.0,26.01,5.8,287.8,1.07
station3,01-04-2022 14:19,95.6,9.2,0.5,33.71,4.3,234.2,1.09
station3,01-04-2022 14:39,44.8,6.9,0.2,36.83,5.6,176.8,1.65
station3,01-04-2022 14:59,39.9,6.3,0.3,33.52,1.0,204.4,1.71
station3,01-04-2022 15:19,64.1,6.7,0.4,33.96,4.1,257.1,0.95
station3,01-04-2022 15:39,32.5,6.6,0.2,29.31,2.4,117.0,1.01
station3,01-04-2022 15:59,90.2,8.2,0.7,21.14,5.8,199.3,1.82
station3,01-04-2022 16:19,73.3,8.5,1.0,29.8,5.3,262.9,1.09
station3,01-04-2022 16:39,96.3,6.5,1.0,30.35,2.9,160.0,1.12
station3,01-04-2022 16:59,82.6,8.2,0.7,34.84,2.8,165.2,1.69
station3,01-04-2022 17:19,95.8,7.3,0.4,25.13,2.9,149.1,1.11
station3,01-04-2022 17:39,94.8,8.5,0.7,34.53,5.1,249.0,0.87
station3,01-04-2022 17:59,95.1,8.3,0.5,24.33,5.5,114.9,0.9
station3,01-04-2022 18:19,50.0,8.8,0.2,38.81,5.1,128.0,1.97
station3,01-04-2022 18:39,84.9,8.9,0.2,34.39,5.3,244.5,1.2
station3,01-04-2022 18:59,65.2,8.3,1.0,33.31,5.6,279.8,1.12
station3,01-04-2022 19:19,45.9,7.9,0.7,30.48,2.9,267.2,1.27
station3,01-04-2022 19:39,72.7,8.3,0.8,30.95,2.8,147.7,1.15
station3,01-04-2022 19:59,86.0,8.5,0.9,39.69,2.5,287.7,1.18
station3,01-04-2022 20:19,52.8,8.2,0.2,38.17,3.3,148.8,1.58
station3,01-04-2022 20:39,98.6,8.7,0.8,38.57,2.1,106.2,1.75
station3,01-04-2022 20:59,65.9,7.6,0.3,33.84,3.1,128.4,1.26
station3,01-04-2022 21:19,37.5,7.1,0.7,24.96,2.5,134.8,1.11
station3,01-04-2022 21:39,99.9,8.1,0.9,22.28,1.6,148.9,1.61
station3,01-04-2022 21:59,80.3,7.7,0.9,27.46,5.9,296.5,1.3
station3,01-04-2022 22:19,83.8,6.3,0.8,31.97,6.1,234.7,1.59
station3,01-04-2022 22:39,53.9,6.3,0.9,28.88,6.0,162.1,1.72
station3,01-04-2022 22:59,99.8,8.0,0.8,28.69,5.8,238.0,1.87
station3,01-04-2022 23:19,53.7,9.1,0.2,21.4,3.1,284.6,1.09
station3,01-04-2022 23:39,31.7,7.1,1.0,37.96,4.0,298.7,1.0
station3,01-04-2022 23:59,38.4,6.8,0.9,28.79,3.0,265.8,1.86
station3,02-04-2022 00:19,70.5,9.2,0.8,33.2,3.3,105.6,1.56
station3,02-04-2022 00:39,76.3,6.3,0.6,32.92,6.2,229.1,1.47
station3,02-04-2022 00:59,73.3,8.9,0.4,23.82,6.0,92.1,1.48
station3,02-04-2022 01:19,49.0,6.1,0.9,23.01,1.0,211.5,1.45
station3,02-04-2022 01:39,50.4,8.4,0.2,38.94,6.0,189.8,1.97
station3,02-04-2022 01:59,55.1,7.6,0.3,23.53,3.4,129.1,1.76
station3,02-04-2022 02:19,42.3,9.2,0.6,38.58,4.6,250.8,1.43
station3,02-04-2022 02:39,50.8,8.7,0.5,21.92,2.1,166.0,1.72
station3,02-04-2022 02:59,81.8,8.4,0.3,34.9,5.3,126.6,1.88
station3,02-04-2022 03:19,75.8,6.2,0.4,36.0,3.0,147.3,0.92
station3,02-04-2022 03:39,81.8,7.4,0.3,26.62,5.8,273.7,1.2
station3,02-04-2022 03:59,76.1,7.7,0.6,36.25,1.5,150.1,1.45
station3,02-04-2022 04:19,47.2,7.2,0.5,36.56,3.9,286.3,1.78
station3,02-04-2022 04:39,34.9,8.7,0.9,32.75,4.1,234.5,1.37
station3,02-04-2022 04:59,98.7,8.4,0.8,28.3,6.2,225.8,0.95
station3,02-04-2022 05:19,55.1,8.2,0.8,24.66,3.6,255.3,1.88
station3,02-04-2022 05:39,39.3,9.2,0.7,21.05,3.4,201.5,1.95
station3,02-04-2022 05:59,88.7,8.8,0.7,37.66,4.5,154.9,1.81
station3,02-04-2022 06:19,52.7,8.3,1.0,31.67,5.2,296.0,1.67
station3,02-04-2022 06:39,69.2,6.5,0.9,30.53,2.6,273.8,1.86
station3,02-04-2022 06:59,89.6,8.7,0.4,27.67,5.1,159.2,1.37
station3,02-04-2022 07:19,58.9,7.3,0.2,31.33,5.9,221.1,1.95
station3,02-04-2022 07:39,36.1,6.1,0.7,29.05,1.4,170.0,1.95
station3,02-04-2022 07:59,83.3,7.3,0.3,32.46,4.6,135.6,1.98
station3,02-04-2022 08:19,75.2,7.8,0.4,31.75,1.5,239.9,1.05
station3,02-04-2022 08:39,92.3,7.8,0.3,30.95,3.1,140.9,1.88
station3,02-04-2022 08:59,33.9,7.5,0.3,36.1,5.5,133.2,1.77
station3,02-04-2022 09:19,49.5,6.9,0.3,28.87,3.7,128.0,1.15
station3,02-04-2022 09:39,38.0,7.4,0.6,34.56,1.4,293.5,0.88
station3,02-04-2022 09:59,86.7,8.3,0.9,23.63,1.3,241.3,1.09
station3,02-04-2022 10:19,37.1,8.9,0.9,31.35,3.0,132.0,1.14
station3,02-04-2022 10:39,40.5,8.9,0.3,23.39,5.4,267.4,1.55
station3,02-04-2022 10:59,93.8,6.6,0.2,30.24,1.5,241.0,1.01
station3,02-04-2022 11:19,76.2,7.9,0.9,33.42,1.1,185.6,1.87
station3,02-04-2022 11:39,98.4,6.5,0.2,34.45,5.6,261.5,1.29
station3,02-04-2022 11:59,44.5,7.3,0.7,32.62,2.9,254.7,1.74
station3,02-04-2022 12:19,76.0,7.0,0.8,25.6,3.4,297.0,1.06
station3,02-04-2022 12:39,95.8,6.4,0.2,22.45,3.7,98.8,1.43
station3,02-04-2022 12:59,61.1,7.6,0.8,32.69,4.9,211.0,1.46
station3,02-04-2022 13:19,44.4,8.1,0.7,29.66,1.1,176.9,1.41
station3,02-04-2022 13:39,49.3,6.3,0.2,21.18,3.3,182.6,1.21
station3,02-04-2022 13:59,64.3,6.6,0.3,39.72,3.0,246.0,1.83
station3,02-04-2022 14:19,69.4,7.1,1.0,22.5,3.0,227.0,1.27
station3,02-04-2022 14:39,49.6,8.5,0.6,30.51,1.0,120.6,1.69
station3,02-04-2022 14:59,99.6,7.3,1.0,26.78,3.7,279.1,2.0
station3,02-04-2022 15:19,94.4,8.5,0.3,31.33,2.8,287.4,1.17
station3,02-04-2022 15:39,99.9,7.6,0.3,25.33,4.5,199.4,1.07
station3,02-04-2022 15:59,90.7,8.1,0.9,39.91,2.4,240.4,1.36
station3,02-04-2022 16:19,77.5,8.6,0.9,28.67,1.4,151.0,1.37
station3,02-04-2022 16:39,51.6,6.2,0.5,24.64,2.5,290.6,0.87
station3,02-04-2022 16:59,50.7,7.1,1.0,37.04,4.0,278.3,1.99
station3,02-04-2022 17:19,86.1,8.8,0.8,25.83,5.9,257.3,1.26
station3,02-04-2022 17:39,82.8,8.6,0.7,34.61,1.3,142.9,1.64
station3,02-04-2022 17:59,50.5,8.0,0.9,32.02,3.7,284.4,1.42
station3,02-04-2022 18:19,84.5,8.5,0.4,36.39,1.6,154.6,2.0
station3,02-04-2022 18:39,69.9,8.3,0.9,25.25,1.1,282.3,1.14
station3,02-04-2022 18:59,94.6,6.7,0.8,35.61,4.2,195.2,1.01
station3,02-04-2022 19:19,90.7,7.9,0.9,35.9,2.5,126.3,1.27
station3,02-04-2022 19:39,84.7,7.0,0.3,29.77,3.7,215.8,1.89
station3,02-04-2022 19:59,33.3,7.6,0.4,25.14,2.1,202.2,1.42
station3,02-04-2022 20:19,52.3,6.5,0.4,36.56,1.6,217.7,1.22
station3,02-04-2022 20:39,75.3,7.2,0.4,21.48,2.4,103.6,1.36
station3,02-04-2022 20:59,73.3,7.2,0.6,30.36,3.9,278.5,1.56
station3,02-04-2022 21:19,98.2,9.1,0.7,29.36,2.9,153.9,1.41
station3,02-04-2022 21:39,95.1,8.8,0.7,27.63,3.6,161.1,1.14
station3,02-04-2022 21:59,31.8,8.6,0.8,23.29,4.9,193.5,1.98
station3,02-04-2022 22:19,63.3,6.1,0.7,22.95,2.2,251.9,1.41
station3,02-04-2022 22:39,96.7,7.0,0.2,23.41,2.7,239.7,1.93
station3,02-04-2022 22:59,46.5,8.3,0.2,37.2,5.2,207.3,1.29
station3,02-04-2022 23:19,54.5,6.5,0.9,33.34,1.1,222.8,1.42
station3,02-04-2022 23:39,33.9,8.5,0.9,26.58,3.1,202.4,1.16
station3,02-04-2022 23:59,44.8,8.2,0.5,26.47,3.2,92.6,0.85
station3,03-04-2022 00:19,63.1,8.0,0.3,35.47,4.2,276.0,1.0
station3,03-04-2022 00:39,72.0,6.3,0.4,38.76,5.3,165.4,1.32
station3,03-04-2022 00:59,87.3,8.4,0.9,38.76,1.0,184.2,1.28
station3,03-04-2022 01:19,98.6,6.4,0.6,30.22,4.2,265.6,1.97
station3,03-04-2022 01:39,77.2,6.9,0.6,26.75,1.5,209.1,1.6
station3,03-04-2022 01:59,94.7,8.1,0.5,32.88,2.2,255.7,1.92
station3,03-04-2022 02:19,63.0,7.0,1.0,27.8,2.2,187.3,1.9
station3,03-04-2022 02:39,91.6,6.2,0.4,24.24,4.5,225.1,1.44
station3,03-04-2022 02:59,96.1,7.7,1.0,24.59,1.0,188.8,0.87
station3,03-04-2022 03:19,42.4,7.3,0.4,33.6,5.9,235.2,0.96
station3,03-04-2022 03:39,44.9,6.6,1.0,31.26,4.5,211.7,1.3
station3,03-04-2022 03:59,98.2,8.2,0.8,30.54,1.4,100.5,1.53
station3,03-04-2022 04:19,82.4,6.5,0.5,25.0,2.9,206.6,1.28
